date_and_time,pm25,o3,temperature,relative_humidity,dew_point,precipitation,rain,pressure_msl,surface_pressure,cloud_cover,vapour_pressure_deficit,wind_speed,wind_direction,wind_gusts
3/6/2019 4:00,74,0.046,14.4,40,0.8,0,0,1011.9,864.5,0,0.99,3.5,66,15.8
3/6/2019 5:00,54,0.058,16.1,36,1.1,0,0,1011.6,865,0,1.16,3.8,73,17.6
3/6/2019 6:00,44,0.069,17.6,36,2.5,0,0,1010.4,864.7,0,1.28,1.8,79,17.6
3/6/2019 7:00,30,0.075,18.5,37,3.6,0,0,1009.2,864.1,5,1.34,2.2,270,14.4
3/6/2019 9:00,36,0.059,18,41,4.7,0,0,1007.8,862.7,32,1.21,8.1,302,24.1
3/6/2019 10:00,37,0.054,17.4,45,5.2,0,0,1007.9,862.5,7,1.1,9.2,312,26.3
3/6/2019 11:00,985,0.049,16.4,47,5,0,0,1008.2,862.3,10,1,8.4,313,26.3
3/6/2019 14:00,46,0.044,12.3,70,6.9,0,0,1011.1,862.8,9,0.43,4.9,287,14
3/6/2019 15:00,48,0.045,11.6,73,7,0,0,1012.1,863.4,3,0.37,3.6,225,11.5
3/6/2019 16:00,49,0.045,9.5,86,7.3,0,0,1012.4,862.6,1,0.16,4.2,200,11.2
3/6/2019 17:00,50,0.039,9.1,86,7,0,0,1012.6,862.6,2,0.16,3.7,191,10.8
3/6/2019 18:00,53,0.031,8.8,86,6.6,0,0,1012.3,862.2,1,0.15,3.6,186,11.2
3/6/2019 19:00,52,0.025,8.2,87,6.2,0,0,1011.7,861.4,1,0.14,4,180,11.9
3/6/2019 20:00,43,0.023,7.5,88,5.6,0,0,1011.3,860.7,1,0.12,3.2,180,12.2
3/6/2019 21:00,43,0.021,6.9,86,4.8,0,0,1010.8,860,0,0.14,2.5,180,11.2
3/6/2019 22:00,60,0.017,6.6,84,4,0,0,1010.7,859.8,0,0.16,1.8,169,9.4
3/6/2019 23:00,44,0.018,6.7,79,3.3,0,0,1011,860.1,0,0.21,2.5,172,6.8
3/7/2019 0:00,55,0.02,8.8,68,3.3,0,0,1011.4,861.4,0,0.36,4,170,6.1
3/7/2019 1:00,80,0.017,7.5,79,4.1,0,0,1011.8,861.2,0,0.22,4.2,149,8.6
3/7/2019 4:00,86,0.054,14.8,44,2.7,0,0,1012.8,865.5,0,0.94,2.5,352,13.3
3/7/2019 5:00,85,0.072,16.4,41,3.1,0,0,1012.7,866.1,0,1.1,5,339,18.7
3/7/2019 6:00,59,0.081,17.5,42,4.6,0,0,1011.9,866,0,1.15,7.3,327,24.5
3/7/2019 7:00,58,0.083,18.2,46,6.5,0,0,1010.6,865.2,0,1.12,8.8,325,28.1
3/7/2019 8:00,34,0.06,18.5,43,5.7,0.2,0.2,1009.7,864.5,19,1.21,8.7,318,28.8
3/7/2019 9:00,27,0.055,18,47,6.4,0.1,0.1,1009.1,863.8,11,1.1,7.7,323,28.4
3/7/2019 10:00,33,0.054,17.5,49,6.8,0,0,1009,863.5,10,1.01,7,325,25.6
3/7/2019 11:00,38,0.05,16.5,55,7.4,0,0,1009.4,863.4,11,0.85,5.4,318,22.7
3/7/2019 12:00,44,0.046,14.4,70,8.9,0,0,1009.7,862.7,8,0.5,4.2,329,16.9
3/7/2019 13:00,49,0.044,13.1,71,7.9,0,0,1011.2,863.3,22,0.44,3.9,304,11.9
3/7/2019 14:00,61,0.052,12.1,80,8.7,0,0,1012.6,864,68,0.29,3.1,291,11.5
3/7/2019 15:00,57,0.058,12.2,77,8.3,0,0,1013.2,864.6,21,0.33,2.1,301,10.1
3/7/2019 16:00,57,0.062,11.3,79,7.7,0,0,1013.9,864.8,8,0.28,2.3,288,7.6
3/7/2019 17:00,53,0.061,10.6,85,8.2,0,0,1014.1,864.6,16,0.19,2.8,220,6.5
3/7/2019 18:00,53,0.06,9.9,90,8.3,0,0,1014,864.2,27,0.13,2.9,210,7.6
3/7/2019 19:00,53,0.055,9.5,90,8,0,0,1013.8,863.8,25,0.12,3.4,198,8.3
3/7/2019 20:00,49,0.051,9.3,87,7.2,0,0,1013.2,863.2,8,0.15,2.5,172,7.9
3/7/2019 21:00,48,0.044,8.3,89,6.6,0,0,1012.3,862,6,0.12,3.7,169,7.9
3/7/2019 22:00,54,0.037,7.7,90,6.1,0,0,1011.9,861.3,2,0.11,3.8,163,8.6
3/7/2019 23:00,62,0.031,7.3,90,5.7,0,0,1011.7,861,2,0.11,3.3,174,9
3/8/2019 0:00,60,0.021,6.7,95,6,0,0,1012.5,861.3,3,0.05,3,166,9
3/8/2019 1:00,71,0.011,7.4,92,6.1,0,0,1013.4,862.4,2,0.08,3,166,10.4
3/8/2019 2:00,80,0.018,10,82,7,0,0,1014.4,864.6,4,0.22,2.6,164,10.1
3/8/2019 3:00,105,0.028,12,76,7.9,0,0,1014.8,865.9,7,0.34,2.9,353,13
3/8/2019 4:00,81,0.052,13.5,73,8.8,0,0,1014.6,866.4,9,0.42,4.2,340,16.9
3/8/2019 5:00,71,0.065,14.9,64,8.2,0.1,0.1,1014.2,866.7,17,0.6,6.3,329,22.7
3/8/2019 6:00,68,0.073,16,56,7.2,0.2,0.2,1013.5,866.6,26,0.8,7.7,323,26.6
3/8/2019 7:00,34,0.053,16.6,52,6.7,0.2,0.2,1012.4,866,36,0.91,9.6,326,30.2
3/8/2019 8:00,31,0.05,16.7,50,6.1,0.4,0.4,1011.4,865.1,42,0.96,9.9,327,32
3/8/2019 9:00,32,0.049,16.4,51,6.3,0.6,0.6,1011.1,864.7,50,0.91,10,322,31.7
3/8/2019 10:00,33,0.052,15.7,56,7,0.1,0.1,1010.9,864.3,30,0.78,10.3,331,31
3/8/2019 11:00,35,0.053,14.8,61,7.4,0,0,1011.1,864,20,0.66,9,331,30.2
3/8/2019 12:00,38,0.053,13.7,67,7.8,0,0,1011.8,864.1,14,0.51,6.9,332,25.9
3/8/2019 13:00,41,0.054,11.7,80,8.4,0,0,1012.4,863.7,13,0.27,6.1,332,21.6
3/8/2019 14:00,46,0.048,12,72,7.1,0,0,1013.2,864.5,10,0.39,5.6,297,17.3
3/8/2019 15:00,49,0.047,10.5,78,6.9,0,0,1013.6,864.1,7,0.28,6.5,264,18.7
3/8/2019 16:00,41,0.046,10.4,74,6,0,0,1013.9,864.3,5,0.32,5.1,231,18.7
3/8/2019 17:00,51,0.044,9.5,77,5.6,0,0,1014.5,864.4,4,0.28,4.4,215,15.1
3/8/2019 18:00,57,0.034,8.8,80,5.5,0,0,1014.2,863.8,2,0.23,3.8,197,14.8
3/8/2019 19:00,73,0.024,8.9,79,5.4,0,0,1013.8,863.5,3,0.24,3.3,186,13.7
3/8/2019 20:00,50,0.037,8.8,79,5.3,0,0,1013.1,862.9,2,0.24,3.2,180,13
3/8/2019 21:00,53,0.036,8.3,79,5,0,0,1011.9,861.6,2,0.23,2.9,173,12.6
3/8/2019 22:00,49,0.031,8,80,4.7,0,0,1011.1,860.8,1,0.22,3.3,167,12.6
3/8/2019 23:00,49,0.025,7.7,79,4.4,0,0,1011.1,860.7,1,0.22,3.8,163,13
3/9/2019 0:00,55,0.019,6.2,94,5.3,0,0,1011.8,860.5,2,0.06,4.8,167,13.3
3/9/2019 2:00,126,0.016,10.6,83,7.9,0,0,1012.9,863.6,0,0.21,7.6,155,19.4
3/9/2019 3:00,143,0.034,14.9,58,6.8,0,0,1013.2,865.9,0,0.71,4.2,121,17.3
3/9/2019 4:00,72,0.054,16.8,49,6.2,0,0,1012.8,866.4,0,0.97,1.3,56,12.6
3/9/2019 5:00,56,0.062,18.1,43,5.4,0,0,1012.8,867,0,1.18,4.8,312,18.7
3/9/2019 6:00,48,0.068,18.8,41,5.4,0,0,1012.4,867,7,1.28,9,299,28.1
3/9/2019 7:00,34,0.063,19.1,37,4.2,0,0,1011.9,866.7,8,1.38,9.2,301,29.2
3/9/2019 8:00,34,0.053,19.1,38,4.4,0,0,1011.1,866,15,1.37,9.3,306,29.2
3/9/2019 9:00,29,0.054,18.8,40,4.8,0,0,1010.5,865.4,18,1.31,8.2,299,29.2
3/9/2019 10:00,29,0.055,18.3,42,5.1,0,0,1010.3,864.9,17,1.22,6.8,302,25.6
3/9/2019 11:00,31,0.055,17.4,48,6.2,0,0,1010.6,864.8,22,1.04,6.5,304,20.9
3/9/2019 12:00,37,0.052,15,72,10,0,0,1011.5,864.4,26,0.48,6.6,311,18.7
3/9/2019 13:00,47,0.05,13.4,74,8.9,0,0,1012.6,864.7,23,0.4,6.8,302,18.4
3/9/2019 14:00,50,0.047,14.1,60,6.6,0,0,1013.7,865.9,23,0.64,2.6,214,18.4
3/9/2019 15:00,48,0.05,12,77,8.2,0,0,1014.2,865.4,9,0.32,1.8,180,13.7
3/9/2019 16:00,58,0.051,11.7,76,7.6,0,0,1014.5,865.5,2,0.33,2.5,188,12.6
3/9/2019 17:00,65,0.031,11.1,76,7.1,0,0,1014.4,865.1,0,0.31,3.6,180,13.3
3/9/2019 18:00,62,0.024,10.7,75,6.5,0,0,1014.7,865.2,0,0.32,4.7,184,13.7
3/9/2019 19:00,72,0.021,10.5,74,6,0,0,1014.2,864.6,0,0.33,5.4,180,13.7
3/9/2019 21:00,59,0.02,10,71,5,0,0,1012.8,863.2,0,0.36,4,170,12.6
3/9/2019 23:00,59,0.013,9.5,69,4.1,0,0,1011.8,862.1,0,0.37,3.8,163,12.2
3/10/2019 0:00,87,0.01,7.7,79,4.3,0,0,1012.7,862,0,0.22,5.7,162,12.2
3/10/2019 1:00,106,0.005,9.3,72,4.5,0,0,1013.2,863.2,0,0.33,4.9,163,15.1
3/10/2019 2:00,121,0.012,12.4,69,6.9,0,0,1014.4,865.7,0,0.44,5.9,166,14.8
3/10/2019 3:00,139,0.029,16,45,4.1,0,0,1015.3,868.2,0,1,0.5,45,13.3
3/10/2019 4:00,127,0.051,17.4,41,4,0,0,1015,868.5,0,1.17,3.1,339,13.7
3/10/2019 5:00,61,0.067,18.6,40,4.9,0,0,1014.6,868.8,0,1.28,5.1,321,18
3/10/2019 6:00,53,0.075,19.6,40,5.5,0,0,1014.2,868.9,0,1.38,6.9,317,23
3/10/2019 7:00,26,0.059,20,40,6.1,0,0,1013.1,868.1,1,1.39,8.9,317,27.7
3/10/2019 8:00,25,0.052,20,40,6,0,0,1012.3,867.4,1,1.41,9.7,315,29.5
3/10/2019 9:00,27,0.052,19.8,41,6.1,0,0,1011.6,866.7,1,1.37,10.2,315,30.2
3/10/2019 10:00,36,0.052,19.2,41,5.6,0,0,1011.8,866.6,1,1.31,10.7,318,30.2
3/10/2019 11:00,32,0.05,18.2,43,5.3,0,0,1012.4,866.7,3,1.2,8.9,320,30.2
3/10/2019 12:00,35,0.045,15.7,61,8.1,0,0,1013.2,866.2,4,0.7,7.3,303,25.2
3/10/2019 13:00,39,0.043,14.8,52,5.1,0,0,1013.9,866.4,4,0.81,6.1,242,18.4
3/10/2019 14:00,39,0.038,12.6,63,5.8,0,0,1014.8,866.1,2,0.54,4.8,193,15.5
3/10/2019 15:00,40,0.041,11.8,62,4.9,0,0,1015.5,866.4,1,0.52,3.6,186,13
3/10/2019 16:00,63,0.025,11.2,65,4.9,0,0,1016.6,867,1,0.46,3.2,180,11.5
3/10/2019 17:00,54,0.024,10.5,70,5.3,0,0,1016.9,867,0,0.38,4.3,180,9.7
3/10/2019 18:00,55,0.021,14,52,4.4,0,0,1016.9,868.6,0,0.76,3.3,186,9.7
3/10/2019 19:00,53,0.028,14.4,53,4.8,0,0,1016.6,868.5,0,0.78,2.9,173,7.2
3/10/2019 20:00,43,0.025,14.3,54,5.1,0,0,1015.8,867.8,0,0.75,3.3,167,5.8
3/10/2019 21:00,43,0.018,14.1,55,5.2,0,0,1015,867,0,0.73,4,175,6.5
3/10/2019 22:00,42,0.015,13.8,56,5.1,0,0,1014.5,866.5,0,0.7,4.4,171,7.9
3/10/2019 23:00,53,0.016,10.6,68,4.9,0,0,1014.6,865,0,0.41,5,159,9
3/11/2019 0:00,95,0.008,9.9,71,5,0,0,1015.2,865.2,2,0.35,5.7,162,11.2
3/11/2019 1:00,67,0.006,9.6,75,5.5,0,0,1016.3,866,1,0.3,3.9,158,12.2
3/11/2019 2:00,98,0.013,12.8,72,7.9,0,0,1017.4,868.5,0,0.41,4.7,157,11.5
3/11/2019 3:00,149,0.028,15.9,54,6.7,0,0,1018.1,870.5,0,0.82,2.6,74,11.5
3/11/2019 4:00,121,0.051,17.1,51,7,0,0,1018.2,871.2,0,0.95,3.7,11,15.5
3/11/2019 7:00,36,0.057,20.2,47,8.5,0.1,0.1,1015.2,870,8,1.26,7.9,321,25.2
3/11/2019 8:00,32,0.05,20.3,46,8.4,0.1,0.1,1014.2,869.2,8,1.28,9.5,323,29.2
3/11/2019 9:00,27,0.05,20.1,48,8.7,0,0,1013.3,868.3,1,1.23,9.4,328,29.5
3/11/2019 10:00,28,0.05,19.6,49,8.5,0,0,1012.8,867.7,0,1.17,9.2,334,28.8
3/11/2019 11:00,28,0.048,18.7,48,7.5,0,0,1013.1,867.5,0,1.12,8.1,339,27.4
3/11/2019 12:00,40,0.046,16.3,59,8.2,0,0,1013.7,867,0,0.77,6.1,360,23
3/11/2019 13:00,51,0.036,16.2,45,4.3,0,0,1014.2,867.3,0,1.01,1.8,180,14
3/11/2019 14:00,57,0.034,12.9,67,7,0,0,1015.1,866.5,0,0.49,3.3,193,10.8
3/11/2019 15:00,51,0.04,12.2,70,6.9,0,0,1015.9,866.9,0,0.43,3.4,198,12.2
3/11/2019 16:00,70,0.019,11.7,71,6.7,0,0,1016.7,867.3,0,0.39,4,207,13.7
3/11/2019 17:00,63,0.02,12.7,63,5.9,0,0,1016.9,868,0,0.54,3.8,221,14.4
3/11/2019 18:00,73,0.013,12.5,62,5.5,0,0,1016.6,867.7,0,0.55,4.1,225,15.1
3/11/2019 19:00,49,0.024,12.4,60,4.9,0,0,1016.1,867.2,0,0.58,4.6,219,16.6
3/11/2019 20:00,59,0.021,13.9,52,4.2,0,0,1015.6,867.5,0,0.76,3.9,214,16.6
3/11/2019 21:00,48,0.015,14.6,49,4.1,0,0,1015,867.2,0,0.84,3.4,198,16.6
3/11/2019 22:00,51,0.018,11.5,61,4.4,0,0,1014.4,865.3,0,0.52,4,190,17.6
3/11/2019 23:00,48,0.016,12.6,56,4.1,0,0,1014.1,865.6,0,0.64,2.9,180,18
3/12/2019 0:00,61,0.006,15.1,50,4.9,0,0,1015.3,867.8,0,0.85,0.8,153,16.6
3/12/2019 1:00,81,0.004,13.2,55,4.5,0,0,1015.5,867,0,0.68,2.1,149,15.1
3/12/2019 2:00,135,0.01,15.5,58,7.3,0,0,1016.1,868.6,0,0.74,0.5,135,15.1
3/12/2019 3:00,138,0.03,18,37,3.2,0,0,1016.6,870.2,0,1.29,4.1,315,17.6
3/12/2019 6:00,33,0.047,20.8,30,2.6,0,0,1016.3,871.2,11,1.72,11.2,312,34.9
3/12/2019 7:00,30,0.049,21.3,27,1.5,0,0,1015.2,870.5,21,1.85,12.5,309,38.9
3/12/2019 8:00,21,0.049,21.4,28,2,0,0,1014.3,869.8,27,1.84,13.2,305,40
3/12/2019 9:00,16,0.05,21,31,3.2,0,0,1013.4,868.8,25,1.72,12,311,39.6
3/12/2019 10:00,18,0.051,20.4,33,3.6,0,0,1012.9,868.1,16,1.61,10.4,314,36
3/12/2019 11:00,22,0.05,19.6,38,4.8,0,0,1012.8,867.7,1,1.43,6.6,311,31
3/12/2019 12:00,37,0.045,18.7,37,3.7,0,0,1013.1,867.5,2,1.36,5.4,307,23
3/12/2019 13:00,51,0.029,17.6,39,3.6,0,0,1013.5,867.4,25,1.23,3.3,221,19.8
3/12/2019 14:00,59,0.026,14,66,7.7,0,0,1014.1,866.2,25,0.54,1.1,180,17.3
3/12/2019 15:00,59,0.028,13.8,64,7.2,0,0,1014.5,866.5,5,0.57,2.5,180,13.3
3/12/2019 16:00,60,0.021,13,67,7,0,0,1014.8,866.3,22,0.5,2.9,187,12.6
3/12/2019 17:00,85,0.011,13.6,62,6.5,0,0,1014.8,866.6,21,0.59,4,185,13
3/12/2019 18:00,100,0.016,14.4,56,5.7,0,0,1014.7,866.9,6,0.73,4.3,185,12.6
3/12/2019 19:00,49,0.024,14.2,56,5.6,0,0,1014.5,866.7,16,0.71,4.3,180,12.2
3/12/2019 20:00,57,0.015,14.5,54,5.4,0,0,1014.2,866.5,20,0.76,3.6,186,11.9
3/12/2019 21:00,54,0.012,16.5,46,4.8,0,0,1013.9,867.2,22,1.01,3.2,180,11.5
3/12/2019 22:00,56,0.011,16,47,4.7,0,0,1013.6,866.7,18,0.96,3.6,174,10.8
3/12/2019 23:00,63,0.008,13.9,54,4.7,0,0,1013.7,865.8,6,0.74,3.3,167,10.8
3/13/2019 0:00,86,0.005,11.5,64,4.9,0,0,1014.3,865.2,9,0.49,7.1,165,9.4
3/13/2019 1:00,91,0.005,11.6,66,5.5,0,0,1014.9,865.7,9,0.46,3.7,169,14.8
3/13/2019 2:00,118,0.012,14.8,64,8,0,0,1015.9,868.1,0,0.61,2.9,173,10.8
3/13/2019 3:00,140,0.033,18.7,40,5,0,0,1017,870.9,0,1.28,1.8,323,9.7
3/13/2019 4:00,107,0.063,19.8,39,5.3,0,0,1017.3,871.6,0,1.42,4.8,333,17.3
3/13/2019 5:00,81,0.072,21,35,4.8,0,0,1017.1,872,0,1.62,5.5,328,19.4
3/13/2019 6:00,68,0.091,22.4,28,2.8,0,0,1016.5,872.1,0,1.96,5.9,322,20.5
3/13/2019 7:00,24,0.06,23.4,24,1.9,0,0,1015.4,871.6,0,2.17,8.7,315,27
3/13/2019 13:00,40,0.047,16.4,60,8.6,0,0,1014.5,867.7,0,0.74,9,307,25.6
3/13/2019 14:00,53,0.036,18.3,44,5.8,0,0,1015.8,869.6,0,1.18,6.5,276,22.7
3/13/2019 15:00,48,0.04,14.2,64,7.4,0,0,1016.6,868.5,10,0.59,4.7,203,17.6
3/13/2019 16:00,58,0.036,13.1,65,6.8,0,0,1017.2,868.4,7,0.52,4.7,184,12.6
3/13/2019 17:00,65,0.029,12.5,66,6.3,0,0,1017.6,868.5,4,0.49,4.7,184,12.2
3/13/2019 18:00,64,0.018,12.1,64,5.5,0,0,1017.7,868.4,19,0.51,4.7,180,13.3
3/13/2019 21:00,44,0.022,13,52,3.4,0,0,1015.3,866.8,32,0.72,3.8,163,13.7
3/13/2019 22:00,85,0.015,12.8,52,3.2,0,0,1015.1,866.5,46,0.71,3,166,12.6
3/13/2019 23:00,79,0.011,13.1,51,3.2,0,0,1015.2,866.7,48,0.74,3,166,10.8
3/14/2019 0:00,65,0.01,13.5,55,4.6,0,0,1015.6,867.2,87,0.7,5,159,10.8
3/14/2019 1:00,58,0.011,13.9,55,5.1,0,0,1016.4,868.1,74,0.71,3.8,163,15.5
3/14/2019 2:00,81,0.011,15.1,59,7.2,0,0,1017.6,869.7,85,0.7,3,166,12.6
3/14/2019 3:00,161,0.024,17.2,63,10.1,0,0,1018.3,871.3,25,0.72,3.1,159,10.8
3/14/2019 4:00,154,0.057,21,36,5.4,0,0,1018.4,873.1,11,1.59,3.7,349,13.3
3/14/2019 5:00,144,0.09,22,36,6.2,0,0,1017.6,872.9,5,1.69,6.6,338,20.2
3/14/2019 6:00,98,0.099,22.3,35,6.1,0,0,1016.9,872.4,9,1.75,8.4,335,25.9
3/14/2019 7:00,20,0.052,22.7,33,5.5,0,0,1015.3,871.2,41,1.86,7.3,327,25.6
3/14/2019 8:00,18,0.046,23,32,5.4,0,0,1014.4,870.6,90,1.92,6.9,313,22.3
3/14/2019 9:00,12,0.043,21.3,36,5.8,0,0,1013.8,869.3,77,1.62,4.2,290,21.6
3/14/2019 10:00,16,0.044,21.4,38,6.4,0,0,1013.8,869.4,87,1.59,4.8,283,15.5
3/14/2019 11:00,27,0.044,20.2,45,7.8,0,0,1014.4,869.3,91,1.3,1.1,180,16.2
3/14/2019 12:00,27,0.04,17,76,12.8,0,0,1014.7,868.1,26,0.46,3.3,167,9.7
3/14/2019 13:00,47,0.033,15.1,75,10.7,0,0,1015.5,867.9,12,0.43,2.5,172,11.2
3/14/2019 14:00,39,0.036,14.4,75,9.9,0,0,1016.4,868.4,21,0.42,2.5,180,9.7
3/14/2019 15:00,36,0.039,13.9,74,9.4,0,0,1017.1,868.7,6,0.41,2.2,180,9.4
3/14/2019 16:00,45,0.037,13.5,74,9,0,0,1017.7,869.1,4,0.4,2.5,172,9.4
3/14/2019 17:00,56,0.013,13.3,73,8.6,0,0,1018.3,869.5,11,0.41,3,166,9
3/14/2019 18:00,64,0.012,13,73,8.2,0,0,1018.1,869.2,4,0.41,3.3,167,9.4
3/14/2019 19:00,42,0.015,12.5,73,7.8,0,0,1018,868.8,0,0.39,3.6,174,9
3/14/2019 20:00,38,0.01,14.2,61,6.9,0,0,1017.5,869.2,2,0.62,3,166,9
3/14/2019 21:00,27,0.019,14,61,6.7,0,0,1017.1,868.8,1,0.62,4,170,7.9
3/14/2019 22:00,31,0.012,12.4,68,6.8,0,0,1016.5,867.5,6,0.46,5.2,168,10.4
3/14/2019 23:00,37,0.007,11.8,71,6.7,0,0,1016.3,867,1,0.4,5.1,172,10.8
3/15/2019 0:00,39,0.005,12.3,75,8,0,0,1017.3,868.2,2,0.36,5.2,164,11.5
3/15/2019 1:00,66,0.004,13.2,72,8.3,0,0,1017.7,868.9,16,0.42,3.8,163,13
3/15/2019 2:00,103,0.012,15.8,71,10.5,0,0,1018.8,871.1,0,0.53,4.8,153,12.2
3/15/2019 3:00,105,0.035,18.8,47,7.2,0,0,1019.3,872.9,10,1.15,1.8,360,10.4
3/15/2019 4:00,116,0.063,19.9,42,6.6,0,0,1019.4,873.5,15,1.35,1.5,256,10.8
3/15/2019 5:00,73,0.076,20.9,39,6.2,0,0,1018.6,873.2,27,1.52,4.6,288,24.1
3/15/2019 6:00,22,0.047,21.6,35,5.4,0,0,1018.1,873.1,41,1.68,8.9,313,31
3/15/2019 7:00,31,0.05,20.5,40,6.5,0,0,1017.9,872.5,46,1.45,7.9,240,33.8
3/15/2019 8:00,20,0.049,20.4,40,6.4,0,0,1016.4,871.1,44,1.43,3.2,243,24.8
3/15/2019 9:00,26,0.047,20.6,38,5.6,0,0,1015.6,870.5,36,1.52,9.2,312,26.6
3/15/2019 10:00,20,0.047,19.6,42,6.2,0,0,1015.1,869.6,37,1.33,9.2,315,30.2
3/15/2019 11:00,21,0.047,18.6,47,7.1,0,0,1015,869.1,36,1.14,5.4,312,26.3
3/15/2019 12:00,28,0.041,16.5,70,11,0,0,1013.9,867.2,36,0.57,5.9,191,15.5
3/15/2019 13:00,32,0.04,15.1,66,8.7,0,0,1014.2,866.8,24,0.59,3.6,180,17.3
3/15/2019 14:00,38,0.035,13.8,71,8.6,0,0,1015.3,867.1,14,0.46,3.6,186,15.1
3/15/2019 15:00,47,0.025,13.2,74,8.7,0,0,1016.4,867.8,14,0.39,2.5,188,14.4
3/15/2019 16:00,52,0.02,12.7,76,8.6,0,0,1017.5,868.5,11,0.35,2.5,180,11.5
3/15/2019 17:00,75,0.012,12.4,77,8.4,0,0,1017.7,868.5,2,0.34,2.9,180,11.9
3/15/2019 18:00,60,0.013,12.2,74,7.8,0,0,1017.8,868.5,0,0.36,2.9,180,11.5
3/15/2019 19:00,63,0.006,12.2,71,7,0,0,1017.5,868.3,8,0.42,3.6,180,11.2
3/15/2019 20:00,55,0.012,11.6,71,6.6,0,0,1016.9,867.5,0,0.39,3.2,180,11.5
3/15/2019 21:00,33,0.019,11.2,72,6.3,0,0,1016.3,866.8,0,0.38,3.6,186,9.7
3/15/2019 22:00,35,0.01,11,71,5.9,0,0,1015.8,866.2,0,0.38,4.3,180,10.1
3/15/2019 23:00,33,0.011,10.8,70,5.6,0,0,1015.9,866.2,0,0.39,4.3,180,10.4
3/16/2019 0:00,47,0.007,10.4,71,5.4,0,0,1016.4,866.5,0,0.37,5.4,172,10.1
3/16/2019 2:00,110,0.013,14.5,68,8.7,0,0,1017.5,869.3,1,0.52,4.1,165,11.9
3/16/2019 3:00,124,0.034,17.6,47,6.2,0,0,1017.8,871.1,0,1.07,1.3,34,11.2
3/16/2019 4:00,111,0.062,19,46,7,0,0,1017.6,871.5,0,1.2,4.8,347,17.3
3/16/2019 5:00,76,0.076,20.2,42,7,0,0,1017.4,871.9,0,1.36,7.3,340,23.4
3/16/2019 6:00,54,0.085,21,40,7,0,0,1016.7,871.6,2,1.48,7.6,335,27
3/16/2019 7:00,41,0.085,21.4,39,6.8,0.2,0.2,1015.6,870.9,11,1.56,7.6,315,25.2
3/16/2019 8:00,29,0.06,21.3,39,6.9,0.1,0.1,1014.6,870,3,1.54,8.2,311,25.2
3/16/2019 9:00,25,0.057,21.3,40,7,0,0,1013.7,869.2,6,1.53,9,323,27
3/16/2019 10:00,34,0.059,20.9,38,6.1,0,0,1013.2,868.6,0,1.52,10.2,337,29.2
3/16/2019 11:00,29,0.058,19.9,39,5.4,0,0,1012.9,867.9,1,1.43,9.4,342,29.2
3/16/2019 12:00,40,0.054,17.4,63,10.2,0,0,1013,866.8,0,0.74,8.4,329,25.6
3/16/2019 13:00,46,0.053,17.2,49,6.5,0,0,1013.5,867.2,0,0.99,7,291,20.5
3/16/2019 14:00,45,0.057,16.9,47,5.6,0,0,1014.6,868,0,1.01,5,240,16.9
3/16/2019 15:00,49,0.057,14.2,62,7.1,0,0,1015.5,867.5,0,0.61,3.9,214,13
3/16/2019 16:00,48,0.052,12.5,72,7.5,0,0,1016.2,867.3,0,0.41,2.6,196,11.2
3/16/2019 17:00,57,0.04,12.2,72,7.2,0,0,1016.4,867.3,0,0.4,1.8,191,8.6
3/16/2019 18:00,56,0.031,14.1,57,5.8,0,0,1016.3,868.1,0,0.69,1.4,180,5.8
3/16/2019 19:00,60,0.028,11.8,70,6.5,0,0,1015.9,866.7,1,0.42,4,175,9.7
3/16/2019 20:00,58,0.027,11.6,69,6.2,0,0,1015.3,866.1,4,0.42,3.7,169,11.2
3/16/2019 21:00,43,0.03,11.2,70,6,0,0,1014.6,865.3,29,0.39,3.3,167,11.2
3/16/2019 22:00,48,0.032,10.9,71,5.8,0,0,1014,864.7,28,0.38,3.3,174,11.5
3/16/2019 23:00,67,0.023,10.5,72,5.6,0,0,1014,864.5,29,0.36,3.3,174,11.5
3/17/2019 0:00,72,0.014,9.8,77,5.9,0,0,1014.6,864.6,65,0.28,4.4,171,13.3
3/17/2019 1:00,75,0.015,10.2,75,5.9,0,0,1015.3,865.4,76,0.31,4,170,14.4
3/17/2019 2:00,101,0.02,13.8,71,8.7,0,0,1015.9,867.7,71,0.46,4.4,171,13.7
3/17/2019 3:00,98,0.039,17.8,49,6.9,0,0,1016.7,870.2,41,1.04,1.3,34,11.5
3/17/2019 4:00,89,0.057,19.4,46,7.6,0,0,1016.4,870.7,12,1.21,3.4,18,15.1
3/17/2019 5:00,73,0.081,21.3,40,7.3,0,0,1015.8,871,28,1.52,2.5,8,15.5
3/17/2019 6:00,66,0.097,22.6,40,8.2,0,0,1015.1,871,34,1.66,4.7,302,17.3
3/17/2019 7:00,62,0.094,22.4,39,7.7,0,0,1015.2,871,30,1.66,8.4,295,27
3/17/2019 8:00,40,0.063,22.2,41,8.1,0,0,1014.4,870.2,34,1.59,8.7,330,27
3/17/2019 9:00,39,0.064,21.6,42,8.2,0,0,1014,869.6,37,1.49,9.4,337,28.8
3/17/2019 10:00,42,0.062,21,46,8.8,0,0,1013.6,869,34,1.36,9.2,334,27.7
3/17/2019 11:00,44,0.059,19.7,51,9.3,0,0,1013.6,868.4,32,1.13,7.5,343,26.6
3/17/2019 12:00,53,0.052,18.1,67,11.8,0,0,1013.7,867.8,1,0.69,5.8,360,19.8
