date_and_time,pm25,o3,temperature,relative_humidity,dew_point,precipitation,rain,pressure_msl,surface_pressure,cloud_cover,vapour_pressure_deficit,wind_speed,wind_direction,wind_gusts
1/1/2019 0:00,98,0,4,71,-0.7,0,0,1019.6,866.1,0,0.23,6.7,164,11.2
1/1/2019 1:00,114,0,5.4,65,-0.7,0,0,1020.5,867.5,0,0.32,3.8,163,14.8
1/1/2019 2:00,136,0.001,6.4,64,0,0,0,1021.4,868.8,0,0.35,4.5,166,14
1/1/2019 3:00,177,0.004,10,58,2.2,0,0,1022.2,871.2,0,0.51,5.7,162,16.6
1/1/2019 4:00,195,0.019,12.9,40,-0.4,0,0,1022.4,872.8,0,0.9,2.6,106,15.5
1/1/2019 5:00,127,0.033,14.2,38,0.1,0,0,1022.1,873.2,0,1.01,1.1,18,13
1/1/2019 6:00,62,0.041,15.2,37,0.7,0,0,1021.2,872.8,0,1.08,3.4,342,15.1
1/1/2019 7:00,41,0.047,15.6,39,1.6,0,0,1020,872,0,1.09,6,335,20.5
1/1/2019 8:00,39,0.052,15.7,40,2.1,0,0,1018.8,871,0,1.07,6.6,331,22
1/1/2019 9:00,67,0.051,15.3,42,2.6,0,0,1018.4,870.5,0,1.01,6.2,324,22
1/1/2019 10:00,47,0.042,14.6,46,3.1,0,0,1018.7,870.4,1,0.89,6.4,322,19.8
1/1/2019 11:00,38,0.034,12.8,70,7.4,0,0,1019,869.8,0,0.45,3.5,294,18
1/1/2019 12:00,51,0.026,11.3,57,3,0,0,1019.1,869.2,0,0.58,5.1,219,9.4
1/1/2019 13:00,91,0.01,10.8,57,2.6,0,0,1019.9,869.6,0,0.56,3,194,11.5
1/1/2019 14:00,90,0.012,11.2,50,1.2,0,0,1020.8,870.6,0,0.66,2.3,198,6.5
1/1/2019 15:00,113,0.008,10.7,52,1.4,0,0,1021.4,870.9,0,0.61,1.1,180,5.4
1/1/2019 16:00,87,0.01,8.5,65,2.2,0,0,1021.7,870.1,0,0.39,2.5,172,6.1
1/1/2019 17:00,142,0.001,6.9,73,2.4,0,0,1021.9,869.5,0,0.27,4,175,9.4
1/1/2019 18:00,141,0,6.6,74,2.4,0,0,1021.9,869.3,0,0.25,4,170,10.1
1/1/2019 19:00,125,0,6.3,75,2.2,0,0,1021.5,868.8,0,0.24,3.8,163,10.4
1/1/2019 20:00,83,0.001,6.2,75,2.1,0,0,1021.1,868.4,0,0.24,4.1,165,11.5
1/1/2019 21:00,68,0.002,6.2,73,1.8,0,0,1020.1,867.6,0,0.26,3.8,163,13
1/1/2019 22:00,66,0.002,5.9,73,1.4,0,0,1019.6,867,0,0.25,4.2,160,14.8
1/1/2019 23:00,80,0.001,5.1,75,1.1,0,0,1019.3,866.4,0,0.22,4.6,162,15.8
1/2/2019 0:00,80,0,3.6,85,1.3,0,0,1019.9,866.1,0,0.12,5.5,169,17.6
1/2/2019 1:00,85,0,3.4,82,0.6,0,0,1020.5,866.5,0,0.14,5.2,168,18
1/2/2019 2:00,122,0.001,4.6,73,0.2,0,0,1021.7,868.1,0,0.23,5.4,172,17.3
1/2/2019 3:00,143,0.004,9.5,62,2.5,0,0,1022.7,871.4,0,0.46,5.6,165,16.6
1/2/2019 4:00,193,0.017,12.8,38,-1.2,0,0,1023.1,873.3,0,0.92,2.2,81,14
1/2/2019 5:00,134,0.034,14.3,35,-0.8,0,0,1021.9,873,26,1.06,3.5,66,16.2
1/2/2019 6:00,91,0.045,15.5,33,-0.9,0,0,1020.4,872.3,64,1.19,1.5,76,16.2
1/2/2019 7:00,45,0.046,16,31,-1.3,0,0,1019.1,871.4,49,1.26,4,275,14.4
1/2/2019 8:00,39,0.047,15.5,35,0.2,0,0,1018.3,870.5,32,1.14,6.3,294,20.2
1/2/2019 9:00,39,0.036,14.6,43,2.2,0,0,1018.3,870.1,23,0.95,7.4,313,23
1/2/2019 10:00,32,0.03,13.8,47,2.6,0,0,1018.5,869.9,6,0.84,6.6,338,23
1/2/2019 11:00,38,0.026,12.2,72,7.3,0,0,1018.6,869.2,8,0.4,3.8,17,19.1
1/2/2019 12:00,46,0.021,12.4,46,1.1,0,0,1019.2,869.8,19,0.78,4.7,351,7.9
1/2/2019 13:00,73,0.009,11.8,50,1.7,0,0,1019.8,870,13,0.7,4.7,328,12.6
1/2/2019 14:00,95,0.007,11.2,53,2,0,0,1020.5,870.4,1,0.63,2.7,203,11.2
1/2/2019 15:00,127,0.004,9.3,62,2.5,0,0,1020.8,869.7,0,0.44,2.9,173,6.5
1/2/2019 16:00,115,0.005,7.4,71,2.5,0,0,1020.6,868.6,0,0.3,3.6,174,10.1
1/2/2019 17:00,78,0.009,6.8,71,2,0,0,1020.7,868.4,0,0.28,2.5,172,10.1
1/2/2019 18:00,75,0.005,6.4,73,1.9,0,0,1020.5,868,0,0.26,2.5,172,9.7
1/2/2019 19:00,79,0.001,6.2,73,1.7,0,0,1020.2,867.6,0,0.26,2.5,172,9.4
1/2/2019 20:00,71,0.003,5.9,72,1.3,0,0,1019.4,866.8,0,0.26,2.9,173,9.4
1/2/2019 21:00,63,0.002,5.6,71,0.8,0,0,1019,866.3,0,0.27,3,166,9.4
1/2/2019 22:00,52,0.002,5.6,68,0.2,0,0,1018.5,865.9,0,0.29,3.3,167,10.1
1/2/2019 23:00,55,0.001,5.5,66,-0.3,0,0,1018.3,865.7,0,0.3,3.8,163,10.8
1/3/2019 0:00,59,0,4.1,71,-0.7,0,0,1019.1,865.7,0,0.24,6.4,164,11.2
1/3/2019 1:00,82,0,4.7,69,-0.6,0,0,1019.7,866.5,0,0.27,3.4,162,13.7
1/3/2019 2:00,111,0.001,6.1,64,-0.2,0,0,1020.6,868,0,0.34,4,170,11.9
1/3/2019 3:00,191,0.005,9.6,57,1.5,0,0,1021.7,870.6,0,0.52,4.9,163,13.3
1/3/2019 4:00,158,0.017,12,46,0.6,0,0,1021.9,871.9,0,0.76,1,45,11.9
1/3/2019 5:00,106,0.032,13.2,40,0,0.2,0.2,1021,871.7,18,0.91,3.1,339,14
1/3/2019 6:00,56,0.039,13.9,36,-0.9,0.1,0.1,1020,871.2,9,1.01,5.6,315,19.4
1/3/2019 7:00,41,0.045,14.3,35,-1.1,0.3,0.3,1018.6,870.2,26,1.06,8,306,25.2
1/3/2019 8:00,27,0.035,14.1,35,-1.1,0.4,0.4,1017.5,869.2,14,1.04,8.7,300,27.7
1/3/2019 9:00,26,0.032,13.8,36,-1.2,0.2,0.2,1017.2,868.8,9,1.02,7.3,303,27
1/3/2019 10:00,26,0.031,12.8,39,-0.7,0,0,1017.5,868.6,12,0.9,5.8,292,22
1/3/2019 11:00,28,0.026,11.3,54,2.4,0,0,1018,868.3,46,0.61,3.3,221,17.3
1/3/2019 12:00,50,0.013,8.8,70,3.6,0,0,1018.5,867.5,18,0.34,7.3,200,13.3
1/3/2019 13:00,52,0.017,8.3,72,3.5,0,0,1019.2,867.8,6,0.31,3.8,197,15.8
1/3/2019 14:00,74,0.019,7.1,78,3.6,0,0,1019.8,867.8,11,0.22,4,185,11.9
1/3/2019 15:00,78,0.011,6.1,84,3.6,0,0,1020.2,867.6,7,0.15,4.3,180,13
1/3/2019 16:00,96,0.005,5.7,82,2.8,0,0,1020.2,867.4,4,0.17,2.5,180,13
1/3/2019 17:00,106,0.001,5.7,74,1.5,0,0,1020.2,867.4,2,0.24,2.5,180,10.4
1/3/2019 18:00,79,0.002,5.5,72,0.8,0,0,1020,867.1,3,0.26,2.9,180,10.4
1/3/2019 19:00,57,0.003,5.3,71,0.4,0,0,1019.6,866.7,4,0.26,2.9,180,10.1
1/3/2019 20:00,59,0.002,5,70,-0.1,0,0,1019.4,866.4,4,0.26,3.6,180,10.1
1/3/2019 21:00,57,0.002,4.9,67,-0.8,0,0,1019.2,866.1,5,0.29,3.6,174,10.4
1/3/2019 22:00,117,0.003,5,63,-1.5,0,0,1018.4,865.5,7,0.33,4.5,166,11.9
1/3/2019 23:00,65,0.002,5.2,58,-2.3,0,0,1018.1,865.4,8,0.37,5,159,13.3
1/4/2019 0:00,73,0,3.8,67,-1.7,0,0,1018.7,865.2,8,0.26,5.5,169,13.7
1/4/2019 1:00,88,0,3.8,67,-1.8,0,0,1018.9,865.3,6,0.26,5.2,168,16.2
1/4/2019 2:00,125,0,4.7,67,-1,0,0,1019.9,866.6,6,0.29,5.9,166,15.8
1/4/2019 3:00,229,0.003,8.5,59,0.9,0,0,1021.3,869.7,7,0.46,4.7,157,15.8
1/4/2019 4:00,169,0.017,11,49,0.5,0,0,1021.8,871.3,7,0.68,2.9,60,13
1/4/2019 5:00,131,0.033,12.3,45,0.8,0,0,1021.5,871.7,5,0.78,4.3,42,17.6
1/4/2019 6:00,73,0.039,13.5,43,1.2,0,0,1020.3,871.3,16,0.88,4.7,23,18.4
1/4/2019 7:00,32,0.04,14.4,39,0.7,0,0,1018.9,870.5,27,0.99,6.6,351,22.7
1/4/2019 8:00,38,0.046,14.4,40,1,0,0,1018.1,869.8,31,0.98,6.7,344,24.5
1/4/2019 9:00,25,0.04,14.1,42,1.5,0,0,1018,869.6,41,0.93,5.6,333,23
1/4/2019 10:00,36,0.034,13.5,45,1.8,0,0,1018,869.3,26,0.85,3.8,311,19.4
1/4/2019 11:00,38,0.029,12.2,60,4.6,0,0,1018.7,869.3,9,0.57,2.2,279,13.3
1/4/2019 12:00,55,0.019,9.7,67,3.9,0,0,1019.1,868.4,6,0.4,4.8,207,9
1/4/2019 13:00,66,0.017,8.6,77,4.8,0,0,1020.8,869.3,24,0.26,3.9,202,11.9
1/4/2019 14:00,109,0.009,8,81,4.8,0,0,1022.1,870.1,35,0.21,1.8,180,9
1/4/2019 15:00,102,0.01,7.9,79,4.5,0,0,1022.3,870.3,23,0.22,3.3,131,10.1
1/4/2019 16:00,76,0.011,7.1,81,4,0,0,1022.4,870,21,0.2,3.4,162,13.7
1/4/2019 17:00,86,0.006,6.4,84,3.9,0,0,1022.3,869.6,6,0.16,2.6,164,12.6
1/4/2019 18:00,93,0.004,5.1,89,3.5,0,0,1022.7,869.2,8,0.1,3,166,11.9
1/4/2019 19:00,91,0.001,3.9,94,3,0,0,1022.1,868.1,7,0.05,4.7,171,15.5
1/4/2019 20:00,90,0,2.9,97,2.5,0,0,1021.5,867.1,5,0.02,5.1,172,17.3
1/4/2019 21:00,60,0,2.6,95,2,0,0,1021.4,866.9,2,0.03,4.3,175,16.2
1/4/2019 22:00,70,0.001,2.6,94,1.7,0,0,1020.9,866.5,8,0.05,4.4,171,15.1
1/4/2019 23:00,80,0.001,2.7,92,1.6,0,0,1020.7,866.3,1,0.06,4.7,171,14.8
1/5/2019 0:00,95,0.001,2.6,94,1.8,0,0,1020.7,866.3,1,0.04,5.8,173,15.1
1/5/2019 2:00,148,0,3.8,91,2.4,0,0,1021.8,867.8,10,0.08,5.2,168,14.8
1/5/2019 3:00,224,0.003,8.9,74,4.5,0,0,1022.8,871.2,19,0.29,4,153,15.1
1/5/2019 4:00,177,0.016,11.4,60,4,0,0,1023.1,872.6,20,0.53,1.6,27,11.5
1/5/2019 5:00,115,0.034,12.7,57,4.4,0,0,1022.4,872.7,16,0.64,3.5,336,15.8
1/5/2019 6:00,121,0.044,13.7,55,4.7,0,0,1021.5,872.4,15,0.71,4,333,17.6
1/5/2019 7:00,54,0.041,14.6,51,4.5,0,0,1020,871.5,56,0.82,6.3,329,22.3
1/5/2019 8:00,52,0.042,14.7,51,4.6,0,0,1019,870.7,8,0.83,8.2,322,26.6
1/5/2019 9:00,55,0.04,14.5,51,4.5,0,0,1018.5,870.2,0,0.8,8.4,335,25.9
1/5/2019 10:00,46,0.036,13.4,54,4.4,0,0,1018.2,869.4,0,0.7,5.5,337,25.6
1/5/2019 11:00,48,0.032,12.2,66,6,0,0,1018.2,868.9,0,0.49,2.6,326,16.6
1/5/2019 12:00,58,0.025,11.2,65,4.8,0,0,1018.7,868.8,0,0.47,2.9,270,6.5
1/5/2019 13:00,103,0.011,10.6,67,4.7,0,0,1019.2,869,0,0.43,0.7,180,6.1
1/5/2019 14:00,122,0.006,8.3,80,5.1,0,0,1019.6,868.2,0,0.22,2.9,180,7.6
1/5/2019 15:00,208,0.001,8.1,79,4.7,0,0,1019.9,868.3,0,0.23,2.9,173,9.7
1/5/2019 16:00,139,0.004,7.8,79,4.4,0,0,1019.9,868.2,0,0.22,2.9,173,10.8
1/5/2019 17:00,210,0,7.2,81,4.1,0,0,1020.1,868,0,0.19,3.3,174,11.9
1/5/2019 18:00,138,0,6.5,83,3.9,0,0,1019.7,867.4,0,0.16,3.7,169,13.7
1/5/2019 19:00,127,0,5.8,87,3.7,0,0,1019.2,866.6,0,0.12,4.5,166,15.5
1/5/2019 20:00,98,0,5.1,89,3.5,0,0,1018.5,865.6,0,0.09,5.2,168,17.3
1/5/2019 21:00,94,0,4.7,90,3.2,0,0,1018.2,865.2,0,0.09,5.5,169,17.6
1/5/2019 22:00,96,0,4.5,89,2.8,0,0,1017.8,864.8,0,0.09,5.2,168,17.6
1/5/2019 23:00,90,0,4.4,87,2.4,0,0,1017.7,864.6,0,0.11,5.5,169,17.3
1/6/2019 0:00,96,0,4.1,90,2.6,0,0,1018.4,865.1,0,0.08,6.2,170,17.6
1/6/2019 1:00,129,0,4.2,86,2,0,0,1019.3,865.9,0,0.12,5.5,169,19.4
1/6/2019 2:00,145,0,5.3,78,1.7,0,0,1020.1,867.1,0,0.2,6.3,167,18
1/6/2019 3:00,201,0.004,10.4,64,3.8,0,0,1021.1,870.5,2,0.46,6.2,159,18.4
1/6/2019 4:00,186,0.017,13.6,47,2.6,0,0,1021.1,872,0,0.82,3.9,112,16.6
1/6/2019 5:00,133,0.034,15.3,44,3,0,0,1020,871.9,0,0.98,4.7,90,18.7
1/6/2019 6:00,65,0.038,16.7,38,2.4,0,0,1018.5,871.2,0,1.18,4,95,19.8
1/6/2019 7:00,43,0.043,17.4,36,2.2,0,0,1017.1,870.4,6,1.28,1.8,217,18
1/6/2019 8:00,36,0.047,16.9,38,2.4,0,0,1016.6,869.7,4,1.2,4.4,235,18
1/6/2019 9:00,55,0.046,16.1,41,2.9,0,0,1016.9,869.6,12,1.08,2.6,236,15.8
1/6/2019 10:00,49,0.038,15,48,4.2,0,0,1017.2,869.3,17,0.88,3.3,276,13.7
1/6/2019 11:00,50,0.029,13.6,73,8.8,0,0,1017.3,868.7,22,0.42,1.3,124,10.1
1/6/2019 12:00,62,0.018,12.1,61,4.7,0,0,1017,867.8,0,0.55,2.9,187,10.1
1/6/2019 13:00,97,0.006,10.5,67,4.6,0,0,1017.6,867.5,2,0.42,2.5,180,9
1/6/2019 14:00,164,0.002,9.7,65,3.4,0,0,1018.2,867.7,23,0.42,2.2,180,10.1
1/6/2019 15:00,109,0.006,9.3,63,2.7,0,0,1018.9,868.1,32,0.43,2.5,172,10.1
1/6/2019 16:00,213,0.001,8.8,64,2.4,0,0,1019.1,868,26,0.41,3.6,174,13
1/6/2019 17:00,216,0,8.1,66,2.2,0,0,1018.9,867.5,57,0.36,3.6,174,13.7
1/6/2019 18:00,77,0.008,7.7,69,2.3,0,0,1018.8,867.2,49,0.33,3.6,174,14
1/6/2019 19:00,94,0.005,7.6,69,2.2,0,0,1018.8,867.1,81,0.33,2.2,171,13.3
1/6/2019 20:00,127,0,8,67,2.2,0,0,1018.6,867.2,90,0.36,1.8,180,11.2
1/6/2019 21:00,101,0.003,8.5,66,2.5,0,0,1018.5,867.3,90,0.38,1.8,191,9
1/6/2019 22:00,120,0.001,8.4,70,3.2,0,0,1018.5,867.3,90,0.33,2.7,203,7.9
1/6/2019 23:00,103,0.001,8.4,69,3,0.1,0.1,1018.7,867.4,90,0.34,2.6,196,7.6
1/7/2019 0:00,132,0.001,8.1,69,2.9,0.2,0.2,1018.1,866.8,55,0.33,4.1,165,8.6
1/7/2019 1:00,128,0,7.8,67,2.2,0,0,1018.7,867.2,52,0.35,5.9,166,20.9
1/7/2019 2:00,139,0,7.9,70,2.8,0,0,1019.5,867.9,46,0.32,7.9,164,25.9
1/7/2019 3:00,185,0,10.7,66,4.5,0.3,0.3,1020.3,869.9,65,0.44,7.7,139,25.9
1/7/2019 4:00,200,0.001,11.3,58,3.4,0.3,0.3,1020.8,870.7,40,0.56,10.6,108,34.2
1/7/2019 5:00,78,0.009,12.1,48,1.5,0,0,1020.5,870.8,100,0.73,12.1,102,41.4
1/7/2019 6:00,19,0.021,12.5,46,1.3,0,0,1019.4,870,100,0.78,12.1,117,39.2
1/7/2019 7:00,16,0.025,13.3,45,1.5,0,0,1018,869.2,44,0.84,10.3,119,45.4
1/7/2019 8:00,13,0.026,12.9,48,2.2,0.4,0.4,1017.2,868.4,48,0.78,7.7,101,41.4
1/7/2019 9:00,15,0.027,13.7,41,0.8,0,0,1016,867.7,100,0.92,7.6,95,26.6
1/7/2019 10:00,15,0.027,13.2,43,0.9,0,0,1015.6,867.1,100,0.86,6,115,24.8
1/7/2019 11:00,24,0.023,12.2,51,2.4,0,0,1015.9,866.9,65,0.7,5.5,113,20.2
1/7/2019 12:00,73,0.004,9.9,58,2.1,0,0,1016.1,866,16,0.51,5.4,172,21.6
1/7/2019 13:00,125,0,8,65,1.8,0,0,1016.6,865.5,22,0.38,3.8,163,14
1/7/2019 14:00,135,0,7.4,67,1.7,0,0,1017.1,865.6,15,0.34,3,166,12.6
1/7/2019 15:00,198,0.001,6.7,71,1.8,0,0,1017.5,865.6,4,0.29,3,166,12.6
1/7/2019 16:00,219,0.001,5.9,75,1.8,0,0,1017.8,865.5,4,0.24,3.3,167,12.6
1/7/2019 17:00,173,0,5.4,77,1.6,0.1,0.1,1017.9,865.3,22,0.21,3.3,167,13
1/7/2019 18:00,134,0,5.4,77,1.7,0,0,1017.9,865.3,23,0.21,3.4,162,13
1/7/2019 19:00,99,0,5.5,75,1.5,0,0,1017.7,865.2,3,0.22,3.7,169,13
1/7/2019 20:00,72,0,5.1,75,1,0,0,1017.1,864.5,0,0.22,3.8,163,13.3
1/7/2019 21:00,86,0,4.6,74,0.5,0,0,1016.3,863.6,0,0.22,4.2,160,13.3
1/7/2019 22:00,70,0,4.2,74,-0.1,0,0,1016,863.1,0,0.22,5,159,12.2
1/7/2019 23:00,79,0,4.9,68,-0.5,0,0,1015.6,863.1,0,0.28,5,159,12.2
1/8/2019 0:00,81,0,7.7,58,0,0,0,1016.2,865,0,0.44,5,159,11.5
1/8/2019 1:00,112,0,5.6,67,-0.1,0,0,1016.3,864,0,0.3,4.6,162,10.8
1/8/2019 2:00,140,0,6.9,68,1.4,0,0,1017.2,865.5,0,0.32,3.9,158,10.1
1/8/2019 3:00,172,0.002,10.6,53,1.5,0,0,1017.8,867.7,0,0.6,4.1,128,11.5
1/8/2019 4:00,195,0.01,12.5,41,-0.3,0,0,1017.9,868.8,0,0.86,3.3,77,13.7
1/8/2019 5:00,162,0.031,13.8,38,-0.3,0,0,1017.1,868.7,0,0.98,3.2,63,15.5
1/8/2019 6:00,77,0.045,15.1,35,-0.1,0,0,1015.6,868,0,1.11,2.3,51,15.1
1/8/2019 7:00,28,0.042,16,34,0.2,0,0,1014.1,867.1,1,1.19,4.3,336,16.6
1/8/2019 8:00,43,0.046,16.4,34,0.5,0,0,1013.2,866.5,29,1.23,9.3,332,28.8
1/8/2019 9:00,37,0.039,15.7,39,1.9,0,0,1012.9,866,10,1.08,10.2,337,31.3
1/8/2019 10:00,25,0.03,14.7,41,1.6,0,0,1013,865.6,46,0.99,9.5,335,31.3
1/8/2019 11:00,33,0.025,12.9,54,3.8,0,0,1013.3,865,37,0.69,3.9,338,27.7
1/8/2019 12:00,31,0.019,12.7,43,0.4,0,0,1013.6,865.2,49,0.84,2.8,140,13.7
1/8/2019 14:00,48,0.017,9,66,3,0,0,1014.5,864.2,13,0.39,2.2,171,7.2
1/8/2019 15:00,111,0.01,8.5,70,3.3,0,0,1015,864.3,0,0.33,2.5,180,7.9
1/8/2019 16:00,87,0.003,7.5,73,3,0,0,1015.3,864.1,0,0.28,2.2,171,7.6
1/8/2019 17:00,107,0.001,7.6,70,2.5,0,0,1015.7,864.5,10,0.31,3.7,169,9.4
1/8/2019 18:00,110,0,7.7,68,2.2,0,0,1015.6,864.5,24,0.33,4,170,11.9
1/8/2019 19:00,85,0,7.3,70,2.1,0,0,1015.4,864.1,55,0.31,4.4,171,13.3
1/8/2019 20:00,54,0,7.6,70,2.4,0,0,1015.2,864.1,25,0.32,4.7,171,14.4
1/8/2019 21:00,51,0.001,6.7,73,2.1,0,0,1014.8,863.3,36,0.27,4.7,171,14.8
1/8/2019 22:00,74,0.004,6.3,74,2,0,0,1014.6,863,26,0.25,5.1,172,15.8
1/8/2019 23:00,69,0.001,5.9,75,1.8,0,0,1014.7,862.8,24,0.23,5.5,169,16.6
1/9/2019 0:00,64,0.001,5.7,77,2,0,0,1014.6,862.7,29,0.21,5.6,165,18
1/9/2019 1:00,85,0,5.8,76,1.8,0,0,1014.9,862.9,23,0.22,6.4,164,18.4
1/9/2019 2:00,122,0.001,6.7,73,2.2,0,0,1015.7,864.1,42,0.27,7.4,166,20.5
1/9/2019 3:00,166,0.001,10.8,60,3.2,0,0,1016.5,866.7,53,0.52,8,162,22
1/9/2019 4:00,192,0.009,12.7,51,3,0,0,1017,868.1,34,0.71,4.9,144,20.9
1/9/2019 5:00,198,0.018,14.4,45,2.6,0,0,1016.1,868.1,22,0.91,3.3,96,19.8
1/9/2019 6:00,147,0.035,15.4,40,1.7,0,0,1015.2,867.8,12,1.06,2.2,81,19.8
1/9/2019 7:00,54,0.041,15.5,41,2.2,0.3,0.3,1014.3,867.1,23,1.05,0.7,270,16.9
1/9/2019 8:00,36,0.035,14.7,46,3.1,0.1,0.1,1013.8,866.3,74,0.91,3.6,270,16.2
1/9/2019 9:00,48,0.025,14,48,3.3,0,0,1013.7,865.9,70,0.82,2.5,278,16.2
1/9/2019 10:00,33,0.023,13.2,50,3.1,0,0,1014,865.8,23,0.76,3.2,243,14.8
1/9/2019 11:00,48,0.019,12.3,58,4.3,0,0,1014.5,865.7,22,0.6,2.4,333,11.9
1/9/2019 12:00,58,0.014,11,58,3,0,0,1015.3,865.8,35,0.55,4.8,243,6.8
1/9/2019 13:00,60,0.014,10.6,60,3.1,0,0,1015.8,866,12,0.51,2.1,211,10.8
1/9/2019 14:00,54,0.02,8.7,66,2.6,0,0,1016.4,865.6,9,0.39,4.1,195,9.7
1/9/2019 15:00,78,0.01,8.2,66,2.2,0,0,1016.7,865.6,11,0.37,4,190,10.4
1/9/2019 16:00,111,0.004,7.8,70,2.7,0,0,1016.6,865.4,13,0.32,4,190,9.7
1/9/2019 17:00,80,0.005,7,76,3.1,0,0,1016.3,864.7,11,0.24,4.7,184,10.8
1/9/2019 18:00,81,0.002,6.6,76,2.7,0,0,1016.1,864.4,8,0.23,4.7,180,10.4
1/9/2019 19:00,63,0.002,5.9,77,2.2,0,0,1015.7,863.7,7,0.21,4.7,180,10.4
1/9/2019 20:00,64,0,5.8,74,1.4,0,0,1015.4,863.4,5,0.24,4.7,176,10.4
1/9/2019 21:00,59,0,5.2,72,0.6,0,0,1014.8,862.6,4,0.25,5.1,172,10.8
1/9/2019 22:00,59,0,5,69,-0.2,0,0,1014.8,862.5,4,0.27,5.4,172,11.2
1/9/2019 23:00,52,0,4.9,67,-0.7,0,0,1014.9,862.5,6,0.29,5.4,172,11.5
1/10/2019 0:00,68,0,5.5,69,0.2,0,0,1015.5,863.3,7,0.28,6.6,171,11.2
1/10/2019 1:00,90,0,6.1,67,0.5,0,0,1016.1,864.1,5,0.31,4.1,165,13
1/10/2019 2:00,145,0,7.7,63,1.1,0,0,1016.9,865.6,5,0.39,4.1,165,11.9
1/10/2019 3:00,155,0.002,10.2,56,1.9,0,0,1018.4,868.1,6,0.54,3.5,156,11.9
1/10/2019 4:00,151,0.011,11.8,49,1.4,0,0,1018.8,869.2,6,0.71,3.4,58,13.7
1/10/2019 5:00,140,0.026,13.2,45,1.6,0,0,1018.4,869.5,9,0.83,2.7,23,14.8
1/10/2019 6:00,90,0.036,13.9,44,1.9,0,0,1017.2,868.8,16,0.89,6.8,357,23.4
1/10/2019 7:00,65,0.044,14.4,45,2.7,0,0,1015.7,867.8,21,0.9,8.5,348,27.4
1/10/2019 8:00,54,0.05,14.5,47,3.5,0,0,1014.9,867.1,61,0.87,8.5,324,28.1
1/10/2019 9:00,67,0.036,14.3,49,3.6,0,0,1014.6,866.8,100,0.84,8.2,319,27.7
1/10/2019 10:00,43,0.028,13.4,53,4,0,0,1014.7,866.5,93,0.73,6,303,25.9
1/10/2019 11:00,52,0.024,12.9,55,4.2,0,0,1015.2,866.6,100,0.66,3.8,287,18.4
1/10/2019 12:00,72,0.016,11.6,61,4.3,0,0,1016.1,866.8,92,0.54,3.9,248,11.2
1/10/2019 13:00,90,0.01,10.5,77,6.6,0,0,1017.4,867.4,78,0.3,2.8,220,9.4
1/10/2019 14:00,101,0.011,10,79,6.6,0,0,1018.2,867.8,69,0.26,1.8,180,7.9
1/10/2019 15:00,147,0.005,9.4,84,6.7,0,0,1018.7,867.9,54,0.19,1.1,162,6.8
1/10/2019 16:00,114,0.007,8.7,84,6.1,0,0,1018.9,867.8,26,0.18,2.6,146,5
1/10/2019 17:00,104,0.006,8.2,83,5.5,0,0,1018.9,867.5,28,0.18,2.7,157,7.9
1/10/2019 18:00,91,0.006,7.8,86,5.6,0,0,1019,867.4,31,0.15,1.8,169,7.9
1/10/2019 19:00,107,0.004,7.4,87,5.5,0,0,1019.2,867.4,27,0.13,1.9,158,6.5
1/10/2019 20:00,107,0,7.2,87,5.2,0,0,1018.7,866.9,18,0.13,2.4,153,7.6
1/10/2019 21:00,86,0.002,7,87,5.1,0,0,1018.2,866.4,36,0.13,2.3,162,8.6
1/10/2019 22:00,78,0.001,6.7,89,5,0,0,1017.7,865.8,48,0.11,2.3,162,8.3
1/10/2019 23:00,85,0,6.4,89,4.7,0,0,1017.7,865.6,57,0.1,2.3,162,8.6
1/11/2019 0:00,96,0,4.5,100,4.5,0,0,1018.8,865.6,59,0,5.2,168,11.2
1/11/2019 1:00,120,0,4.3,100,4.3,0,0,1019.4,866,57,0,4.8,167,16.2
1/11/2019 2:00,147,0,5,95,4.3,0,0,1020.4,867.2,16,0.04,5.5,169,15.8
1/11/2019 3:00,178,0.003,9.8,76,5.8,0,0,1021.2,870.3,16,0.29,3.7,151,15.8
1/11/2019 4:00,196,0.012,11.8,64,5.2,0,0,1021.2,871.2,17,0.5,1.8,53,11.9
1/11/2019 5:00,193,0.031,13.2,58,5.2,0,0,1020.2,871,65,0.63,3,14,14.8
1/11/2019 6:00,111,0.045,14.2,52,4.3,0,0,1019,870.5,82,0.78,5.8,356,20.9
1/11/2019 7:00,75,0.05,13.9,57,5.6,0,0,1018,869.5,69,0.68,9.9,341,29.9
1/11/2019 8:00,85,0.044,14.1,59,6.2,0,0,1017.1,868.8,86,0.66,8.6,327,31
1/11/2019 9:00,72,0.039,14,59,6.2,0.2,0.2,1016.2,868,82,0.65,8.9,313,27.4
1/11/2019 10:00,60,0.035,13.1,65,6.6,0.1,0.1,1016.4,867.8,69,0.53,8.4,310,27
1/11/2019 11:00,74,0.028,12.2,69,6.7,0,0,1016.6,867.5,23,0.44,5.6,320,24.1
1/11/2019 12:00,83,0.023,10.8,79,7.3,0,0,1017.3,867.4,40,0.27,2.1,329,14.8
1/11/2019 13:00,94,0.019,10.1,84,7.6,0,0,1018,867.7,26,0.2,0.7,180,8.3
1/11/2019 14:00,93,0.022,9.2,88,7.3,0,0,1018.9,868,34,0.14,0,180,6.1
1/11/2019 15:00,90,0.023,8.9,88,7,0,0,1019.4,868.3,19,0.14,0.4,180,5
